Descricao_Acao;Descricao_Elemento;Descricao_item_Despesa;Orcamento_Atualizado;Empenhado;Liquidado;Pago;Pago_Restos_Pagar
MANUTENCAO E DESENVOLVIMENTO DA INFORMATICA - ADMINISTRACAO DIRETA - GOVERNANCA PARA OS CI;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;0;0;0;0;0
GESTAO E EXPANSAO DA REDE DE ESPACOS CULTURAIS;MATERIAL DE CONSUMO                                                                       ;MATERIAL DE CONSUMO                                                                       ;49122.3;0;0;0;0
GESTAO E EXPANSAO DA REDE DE ESPACOS CULTURAIS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE CORRESPONDENCIA                                                               ;0;11608;2461.12;2461.12;2809.95
PROVISAO DE GASTOS COM PESSOAL - CAPITAL HUMANO NA FORMACAO DO CARIOCA;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;ADICIONAL POR TEMPO DE SERVICO                                                            ;0;1059502.75;1059502.75;954322.29;1050442.86
PROVISAO DE GASTOS COM PESSOAL - CAPITAL HUMANO NA FORMACAO DO CARIOCA;AUXILIO-TRANSPORTE                                                                        ;AUXILIO-TRANSPORTE                                                                        ;72000;0;0;0;0
MANUTENCAO E DESENVOLVIMENTO DA INFORMATICA - ADMINISTRACAO DIRETA - GOVERNANCA PARA OS CI;EQUIPAMENTOS E MATERIAL PERMANENTE                                                        ;MAQUINAS E EQUIPAMENTOS DE INFORMATICA E TELEPROCESSAMENTO                                ;0;5750;0;0;0
GESTAO DO PLANETARIO DA CIDADE DAS CRIANCAS;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE LIMPEZA. CONSERVACAO. HIGIENE E COPA POR PESSOA JURIDICA                      ;0;15174.72;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;COMISSOES. CORRETAGENS E TAXAS ADMINISTRATIVAS                                            ;0;52243.97;27685.44;25368.41;25368.41
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE AGUA E ESGOTO                                                                 ;0;374701.23;366444.28;307706.64;328296.05
MANUTENCAO E DESENVOLVIMENTO DA INFORMATICA - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO D;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;DESPESAS DE TELEPROCESSAMENTO                                                             ;0;32613.25;29235.06;26179.08;29168.63
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO POR TRABALHO TECNICO OU CIENTIFICO                                           ;0;255918.31;255918.31;255918.31;286505.81
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;200000;0;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;496447.03;0;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE TELEFONIA                                                                     ;0;7254.27;3219.46;1621.74;1621.74
GESTAO E MANUTENCAO DE ESPACOS CULTURAIS;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE BRIGADA DE INCENDIO                                                           ;0;523748.37;316844.49;188033.41;345462.6
PROVISAO DE GASTOS COM PESSOAL - RIO VERDE. LIMPO E SAUDAVEL;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO DE EXECUCAO TECNICA                                                          ;0;6154537.26;6154537.26;5578997.01;6204101.84
PROVISAO DE GASTOS COM PESSOAL - RIO VERDE. LIMPO E SAUDAVEL;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL                                             ;GRATIFICACAO POR CAPACITACAO - GCAP                                                       ;0;1601658.6;1601658.6;1502052.74;1577399.91
PROVISAO DE GASTOS COM PESSOAL - RIO VERDE. LIMPO E SAUDAVEL;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;OUTRAS DESPESAS VARIAVEIS - PESSOAL CIVIL                                                 ;2208000;0;0;0;0
SUBVENCAO SOCIAL A FEMERJ - EL 6024/19;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;0;0;0;0;0
MANUTENCAO DO SISTEMA DE DRENAGEM;MATERIAL DE CONSUMO                                                                       ;MATERIAL DE CONSUMO                                                                       ;0;0;0;0;0
CONSERVACAO DE LOGRADOUROS;MATERIAL DE CONSUMO                                                                       ;MATERIAS-PRIMAS                                                                           ;0;1012682.56;1006241.76;1006241.76;1006241.76
CONSERVACAO DE LOGRADOUROS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE CONSERVACAO E MANUTENCAO DE VIAS URBANAS                                      ;0;1727433.62;595246.62;593296.41;1061434.06
CONSERVACAO DE LOGRADOUROS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE CONSERVACAO E MANUTENCAO DE VIAS ESPECIAIS                                    ;0;1111945.26;729842.81;729842.81;1307124.24
CONSERVACAO DE LOGRADOUROS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE DEMOLICAO EM GERAL                                                            ;0;1770442.06;1029973.49;410552.32;1983801.87
ADMINISTRACAO DA CONTRIBUICAO PARA CUSTEIO DO SERVICO DE ILUMINACAO PUBLICA - COSIP;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;TAXAS DE ADMINISTRACAO - PRESTACAO DE SERVICOS PARA ARRECADACAO DA COSIP                  ;0;7036755.77;3510794.61;3510794.61;6482273.4
APOIO ADMINISTRATIVO - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;LOCACAO DE MAO-DE-OBRA                                                                    ;SERVICOS DE LIMPEZA. CONSERVACAO. HIGIENE E COPA POR PESSOA JURIDICA                      ;0;364675.23;309162.54;291737.54;616465.19
APOIO ADMINISTRATIVO - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE INFORMATICA                                                                   ;0;19675.32;19675.32;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE LUZ E FORCA MOTRIZ                                                            ;0;0;0;0;259775.83
CONCESSIONARIAS DE SERVICOS PUBLICOS DE ENERGIA ELETRICA - ADM. DIRETA - TERRITORIO DESCEN;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;2504081.27;0;0;0;0
DESPESAS OBRIGATORIAS E OUTROS CUSTEIOS DA ADMINISTRACAO DIRETA - TERRITORIO DESCENTRALIZA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;VALE REFEICAO VALE ALIMENTACAO E FORNECIMENTO DE CAFE DA MANHA                            ;0;3336000;2053458.25;2053458.25;2530899.23
APOIO ADMINISTRATIVO - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;70000;0;0;0;0
MANUTENCAO E DESENVOLVIMENTO DA INFORMATICA - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;DESPESAS DE TELEPROCESSAMENTO                                                             ;0;22457.42;17822.22;17822.22;24828.09
DESPESAS OBRIGATORIAS E OUTROS CUSTEIOS - ADM. INDIRETA - RIO VERDE. LIMPO E SAUDAVEL;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;125220;0;0;0;0
IMPLANTACAO DE SISTEMAS DE MANEJO DE AGUAS PLUVIAIS E DE INFRAESTRUTURA URBANA DAS BACIAS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;598048.12;0;0;0;0
IMPLANTACAO DE SISTEMAS DE MANEJO DE AGUAS PLUVIAIS E DE INFRAESTRUTURA URBANA DAS BACIAS;OBRAS E INSTALACOES                                                                       ;OBRAS E INSTALACOES                                                                       ;43391388.84;0;0;0;0
IMPLANTACAO DE SISTEMAS DE MANEJO DE AGUAS PLUVIAS E DE INFRAESTRUTURA URBANA DAS BACIAS H;OBRAS E INSTALACOES                                                                       ;EXECUCAO DAS OBRAS E PROJETOS                                                             ;0;0;0;0;3450006.21
IMPLANTACAO DO SISTEMA DE ESGOTO SANITARIO NA ZONA OESTE;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE ENGENHARIA DE CARATER EVENTUAL                                                ;0;579804.07;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;MATERIAL DE CONSUMO                                                                       ;MATERIAIS DE PROTECAO E SEGURANCA                                                         ;0;252;252;252;252
APOIO ADMINISTRATIVO - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E CONECTADO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS BANCARIOS                                                                        ;0;0;0;0;10802.79
OPERACAO E MANUTENCAO DE PLANOS INCLINADOS. ESCADAS ROLANTES E GERADORES DO MUNICIPIO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA ;0;96749.88;78609.28;66515.54;83043.64
MANUTENCAO DA ILUMINACAO PUBLICA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;251000;0;0;0;0
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;OBRIGACOES PATRONAIS                                                                      ;CONTRIBUICAO SOCIAL PARA TERCEIROS                                                        ;0;517818.86;374117.84;334947.35;334947.35
PROVISAO DE GASTOS COM PESSOAL - ADM. INDIRETA - TERRITORIO DESCENTRALIZADO. INCLUSIVO E C;DESPESAS DE EXERCICIOS ANTERIORES                                                         ;DESPESAS COM PESSOAL ATIVO                                                                ;0;20356.09;20356.09;15994.07;18175.08
APOIO ADMINISTRATIVO - RIO GLOBAL. PRODUTIVO. INOVADOR E DE OPORTUNIDADES;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;708033.73;0;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVICOS DE AGUA E ESGOTO                                                                 ;0;941693.05;821738.64;821738.64;1019189.69
GESTAO E EXPANSAO DA REDE DE ESPACOS CULTURAIS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA ;0;88423.27;56950;16950;315435.57
TRANSFORMACAO DE LONAS CULTURAIS EM ARENINHAS CARIOCAS;OBRAS E INSTALACOES                                                                       ;OBRAS E INSTALACOES                                                                       ;0;0;0;0;0
RECUPERACAO DO ESPACO SOLAR DEL REY;OBRAS E INSTALACOES                                                                       ;OBRAS E INSTALACOES                                                                       ;0;0;0;0;0
IMPLANTACAO E GESTAO DO CONSELHO. PLANO E FUNDO MUNICIPAL DE CULTURA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;1000;0;0;0;0
APOIO E FOMENTO A PRODUCAO CULTURAL;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS                                                    ;0;0;0;0;0
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. DIRETA - GOVERNANCA PARA OS CIDADAOS;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;84985;0;0;0;0
MEMORIA DA CIDADE DO RIO DE JANEIRO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;CONTRIBUICOES A ASSOCIACOES E OUTRAS ENTIDADES DE CLASSE                                  ;0;1545.42;1545.42;1545.42;1545.42
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;SERVS.DE REPARO.ADPTACAO.CONSERV.RESTAUR.E INSTAL.DE BENS MOVEIS E IMOV.P/PESSOA JURIDICA ;0;49661.4;28986.4;27866.4;67477.65
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;JUROS. MULTAS E OUTRAS PENALIDADES - SERVICOS DE TERCEIROS - PESSOA JURIDICA              ;0;5000;867.73;867.73;867.73
CONCESSIONARIAS DE SERVICOS PUBLICOS - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIO;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;0;0;0;0;0
DIFUSAO CIENTIFICA NO PLANETARIO;OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA                                              ;SERVS.P/FINS EDUCAT.CULT.SOC.INCLUSIVE DIVULGACAO POR PESSOA FISICA                       ;0;6250;0;0;0
APOIO ADMINISTRATIVO - ADM. INDIRETA - CAPITAL HUMANO NA FORMACAO DO CARIOCA;OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDICA                                            ;COMISSOES. CORRETAGENS E TAXAS ADMINISTRATIVAS                                            ;0;0;0;0;0
